100 	    0.0099700000 	    0.0108300000 
200 	    0.0094300000 	    0.0091600000 
300 	    0.0085000000 	    0.0075700000 
400 	    0.0089200000 	    0.0071800000 
500 	    0.0080100000 	    0.0063700000 
600 	    0.0084500000 	    0.0059700000 
700 	    0.0078300000 	    0.0061500000 
800 	    0.0078300000 	    0.0053800000 
900 	    0.0076400000 	    0.0051600000 
1000 	    0.0080400000 	    0.0058700000 
